...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
全国,NA,NA,1635280,1627645,7635,2103666,2093340,10326,15842,15518,2018-04-01
NA,北海道,NA,49100,49023,77,64396,64297,99,408,498,2018-04-01
NA,青森,NA,13684,13666,18,16779,16757,22,96,91,2018-04-01
NA,岩手,NA,6691,6667,24,8511,8470,41,80,67,2018-04-01
NA,宮城,NA,8157,8118,39,10814,10760,54,100,89,2018-04-01
NA,秋田,NA,7100,7086,14,9143,9127,16,70,88,2018-04-01
NA,山形,NA,6336,6289,47,7765,7708,57,61,33,2018-04-01
NA,福島,NA,5410,5349,61,6658,6589,69,77,51,2018-04-01
NA,茨城,NA,21887,21791,96,27631,27514,117,270,196,2018-04-01
NA,栃木,NA,9890,9840,50,12291,12220,71,95,97,2018-04-01
NA,群馬,NA,6251,6206,45,7621,7559,62,67,54,2018-04-01
NA,埼玉,NA,43355,43216,139,56884,56703,181,467,355,2018-04-01
NA,千葉,NA,39612,39429,183,51162,50913,249,478,333,2018-04-01
NA,東京,NA,224717,223774,943,279455,278106,1349,2015,1935,2018-04-01
NA,神奈川,NA,26525,26415,110,34621,34473,148,298,262,2018-04-01
NA,新潟,NA,7131,7086,45,9018,8947,71,75,86,2018-04-01
NA,富山,NA,1453,1422,31,1691,1648,43,16,16,2018-04-01
NA,石川,NA,2598,2580,18,3026,3006,20,13,28,2018-04-01
NA,福井,NA,3364,3290,74,4113,4023,90,29,28,2018-04-01
NA,山梨,NA,5672,5588,84,7028,6898,130,44,57,2018-04-01
NA,長野,NA,6383,6321,62,7810,7724,86,64,79,2018-04-01
NA,岐阜,NA,4327,4275,52,5283,5225,58,37,48,2018-04-01
NA,静岡,NA,11924,11847,77,14671,14554,117,142,117,2018-04-01
NA,愛知,NA,17717,17591,126,22944,22761,183,201,210,2018-04-01
NA,三重,NA,12585,12503,82,15956,15850,106,141,119,2018-04-01
NA,滋賀,NA,5132,5099,33,7182,7124,58,51,50,2018-04-01
NA,京都,NA,10262,10184,78,14518,14400,118,112,101,2018-04-01
NA,大阪,NA,50700,50519,181,68627,68373,254,455,448,2018-04-01
NA,兵庫,NA,13767,13670,97,18237,18102,135,120,104,2018-04-01
NA,奈良,NA,9579,9532,47,12870,12801,69,85,73,2018-04-01
NA,和歌山,NA,4935,4899,36,6035,5990,45,41,60,2018-04-01
NA,鳥取,NA,3303,3289,14,4118,4096,22,35,53,2018-04-01
NA,島根,NA,2458,2452,6,3058,3052,6,20,30,2018-04-01
NA,岡山,NA,3835,3802,33,4841,4798,43,34,48,2018-04-01
NA,広島,NA,5857,5816,41,7778,7718,60,50,73,2018-04-01
NA,山口,NA,8790,8752,38,10947,10888,59,82,72,2018-04-01
NA,徳島,NA,10604,10568,36,13569,13511,58,75,93,2018-04-01
NA,香川,NA,3465,3440,25,4413,4381,32,42,45,2018-04-01
NA,愛媛,NA,7601,7531,70,9341,9244,97,80,68,2018-04-01
NA,高知,NA,5832,5774,58,7281,7198,83,42,59,2018-04-01
NA,福岡,NA,38289,38153,136,52760,52556,204,258,321,2018-04-01
NA,佐賀,NA,6431,6394,37,7830,7779,51,70,59,2018-04-01
NA,長崎,NA,8029,7995,34,10515,10466,49,64,69,2018-04-01
NA,熊本,NA,7406,7367,39,9371,9322,49,84,86,2018-04-01
NA,大分,NA,9066,8997,69,11249,11158,91,85,95,2018-04-01
NA,宮崎,NA,7311,7279,32,9078,9041,37,66,67,2018-04-01
NA,鹿児島,NA,11990,11873,117,15483,15308,175,129,119,2018-04-01
NA,沖縄,NA,18746,18656,90,24283,24160,123,200,138,2018-04-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-01
NA,札幌市,NA,54899,54801,98,72742,72624,118,616,654,2018-04-01
NA,仙台市,NA,13491,13427,64,17892,17803,89,136,119,2018-04-01
NA,さいたま市,NA,15283,15220,63,19904,19822,82,158,147,2018-04-01
NA,千葉市,NA,16549,16349,200,20717,20437,280,221,212,2018-04-01
NA,横浜市,NA,53925,53811,114,70150,69982,168,531,634,2018-04-01
NA,川崎市,NA,24084,24037,47,31124,31061,63,227,262,2018-04-01
NA,相模原市,NA,10115,10097,18,13924,13896,28,100,87,2018-04-01
NA,新潟市,NA,9122,9082,40,11975,11926,49,101,93,2018-04-01
NA,静岡市,NA,7120,7064,56,9120,9051,69,62,45,2018-04-01
NA,浜松市,NA,5671,5595,76,7217,7115,102,53,61,2018-04-01
NA,名古屋市,NA,38278,38072,206,48054,47809,245,439,447,2018-04-01
NA,京都市,NA,32665,32325,340,44001,43542,459,288,331,2018-04-01
NA,大阪市,NA,114590,113936,654,140437,139634,803,1282,1338,2018-04-01
NA,堺市,NA,19276,19233,43,25728,25667,61,208,202,2018-04-01
NA,神戸市,NA,34495,34352,143,46224,46032,192,324,356,2018-04-01
NA,岡山市,NA,9969,9928,41,13336,13285,51,89,77,2018-04-01
NA,広島市,NA,18844,18787,57,25096,25026,70,194,190,2018-04-01
NA,北九州市,NA,18404,18323,81,23268,23182,86,178,160,2018-04-01
NA,福岡市,NA,33706,33552,154,43553,43351,202,449,395,2018-04-01
NA,熊本市,NA,11932,11879,53,15500,15429,71,127,150,2018-04-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-01
NA,旭川市,NA,9981,9958,23,12723,12698,25,63,76,2018-04-01
NA,函館市,NA,9414,9400,14,11950,11935,15,74,116,2018-04-01
NA,青森市,NA,6770,6766,4,8525,8520,5,44,45,2018-04-01
NA,八戸市,NA,3618,3607,11,4508,4496,12,23,27,2018-04-01
NA,盛岡市,NA,3761,3754,7,4713,4702,11,34,34,2018-04-01
NA,秋田市,NA,4295,4290,5,5388,5382,6,37,40,2018-04-01
NA,郡山市,NA,2624,2621,3,3249,3246,3,25,19,2018-04-01
NA,いわき市,NA,3262,3242,20,4245,4223,22,29,25,2018-04-01
NA,福島市,NA,2365,2360,5,2931,2926,5,29,22,2018-04-01
NA,宇都宮市,NA,6664,6624,40,8550,8499,51,52,54,2018-04-01
NA,前橋市,NA,3216,3174,42,3905,3845,60,31,18,2018-04-01
NA,高崎市,NA,2881,2864,17,3470,3450,20,32,18,2018-04-01
NA,川越市,NA,3371,3365,6,4408,4399,9,32,23,2018-04-01
NA,越谷市,NA,3093,3084,9,4178,4168,10,44,22,2018-04-01
NA,川口市,NA,8829,8816,13,11552,11531,21,86,61,2018-04-01
NA,船橋市,NA,6970,6941,29,8966,8926,40,60,54,2018-04-01
NA,柏市,NA,3482,3479,3,4594,4590,4,35,25,2018-04-01
NA,八王子市,NA,7475,7467,8,9651,9641,10,43,64,2018-04-01
NA,横須賀市,NA,4018,3988,30,5217,5169,48,31,26,2018-04-01
NA,富山市,NA,1658,1654,4,1885,1881,4,24,16,2018-04-01
NA,金沢市,NA,3608,3589,19,4242,4219,23,25,26,2018-04-01
NA,長野市,NA,2559,2545,14,3254,3235,19,30,16,2018-04-01
NA,岐阜市,NA,5309,5245,64,6506,6412,94,35,26,2018-04-01
NA,豊橋市,NA,1753,1746,7,2121,2111,10,16,11,2018-04-01
NA,豊田市,NA,1738,1728,10,2366,2353,13,26,25,2018-04-01
NA,岡崎市,NA,1556,1541,15,2011,1986,25,23,12,2018-04-01
NA,大津市,NA,3074,3054,20,4069,4041,28,37,35,2018-04-01
NA,高槻市,NA,4257,4247,10,6038,6026,12,28,33,2018-04-01
NA,東大阪市,NA,14437,14369,68,19248,19153,95,111,135,2018-04-01
NA,豊中市,NA,7655,7632,23,10197,10154,43,54,39,2018-04-01
NA,枚方市,NA,5713,5691,22,7832,7797,35,51,51,2018-04-01
NA,八尾市,NA,5725,5723,2,7832,7829,3,46,46,2018-04-01
NA,姫路市,NA,6768,6752,16,8684,8665,19,47,54,2018-04-01
NA,西宮市,NA,5962,5902,60,8085,7982,103,46,36,2018-04-01
NA,尼崎市,NA,13940,13903,37,18231,18176,55,132,95,2018-04-01
NA,明石市,NA,3987,3977,10,5445,5432,13,37,51,2018-04-01
NA,奈良市,NA,5458,5394,64,7471,7385,86,35,35,2018-04-01
NA,和歌山市,NA,7743,7727,16,9300,9282,18,70,57,2018-04-01
NA,鳥取市,NA,2260,2220,40,3155,3081,74,18,23,2018-04-01
NA,松江市,NA,2124,2113,11,2764,2747,17,14,26,2018-04-01
NA,倉敷市,NA,5292,5285,7,7306,7298,8,61,51,2018-04-01
NA,福山市,NA,4862,4854,8,6443,6432,11,37,43,2018-04-01
NA,呉市,NA,2871,2848,23,3625,3598,27,24,11,2018-04-01
NA,下関市,NA,3383,3370,13,4225,4209,16,22,17,2018-04-01
NA,高松市,NA,4819,4774,45,6127,6061,66,48,45,2018-04-01
NA,松山市,NA,9836,9818,18,12114,12093,21,49,57,2018-04-01
NA,高知市,NA,9199,9130,69,11922,11835,87,54,50,2018-04-01
NA,久留米市,NA,5197,5190,7,6716,6708,8,48,57,2018-04-01
NA,長崎市,NA,9536,9481,55,12729,12657,72,56,65,2018-04-01
NA,佐世保市,NA,4134,4129,5,5371,5361,10,45,36,2018-04-01
NA,大分市,NA,6860,6825,35,8519,8476,43,56,44,2018-04-01
NA,宮崎市,NA,6883,6860,23,8757,8732,25,69,52,2018-04-01
NA,鹿児島市,NA,11658,11557,101,15120,15015,105,79,75,2018-04-01
NA,那覇市,NA,9702,9689,13,12616,12600,16,78,70,2018-04-01
