都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,402787,155983,246804,47090591427,20864118658,26226472769,2017-09-01
北　海　道,20029,6795,13234,2204315644,870180021,1334135623,2017-09-01
青　　　森,5388,2072,3316,555255707,250649822,304605885,2017-09-01
岩　　　手,4379,1777,2602,472843595,218955325,253888270,2017-09-01
宮　　　城,7803,2997,4806,868383423,389381103,479002320,2017-09-01
秋　　　田,3737,1518,2219,406275753,189809998,216465755,2017-09-01
山　　　形,3466,1402,2064,388406978,178627634,209779344,2017-09-01
福　　　島,6590,2899,3691,755987226,375722488,380264738,2017-09-01
茨　　　城,7833,3156,4677,926155825,429116989,497038836,2017-09-01
栃　　　木,5859,2538,3321,699332136,344337251,354994885,2017-09-01
群　　　馬,5251,2149,3102,599787129,282709639,317077490,2017-09-01
埼　　　玉,19794,8420,11374,2434404934,1182583076,1251821858,2017-09-01
千　　　葉,16242,6588,9654,2006238771,920328914,1085909857,2017-09-01
東　　　京,36885,14680,22205,4819943290,2123689098,2696254192,2017-09-01
神　奈　川,25561,10755,14806,3347201315,1609528883,1737672432,2017-09-01
新　　　潟,7150,2747,4403,817328396,351542822,465785574,2017-09-01
富　　　山,3091,1113,1978,358492869,144766196,213726673,2017-09-01
石　　　川,3699,1293,2406,418250355,168101910,250148445,2017-09-01
福　　　井,2222,818,1404,241541148,103271653,138269495,2017-09-01
山　　　梨,2373,920,1453,285645888,125707744,159938144,2017-09-01
長　　　野,6519,2470,4049,752585873,325980499,426605374,2017-09-01
岐　　　阜,5851,2286,3565,653717974,293808038,359909936,2017-09-01
静　　　岡,11239,4537,6702,1306472358,601099916,705372442,2017-09-01
愛　　　知,20786,7963,12823,2515464387,1092347294,1423117093,2017-09-01
三　　　重,6093,2376,3717,686258274,304725274,381533000,2017-09-01
滋　　　賀,4686,1782,2904,535409763,233528783,301880980,2017-09-01
京　　　都,8509,3167,5342,996291140,419750534,576540606,2017-09-01
大　　　阪,29610,11085,18525,3610671393,1541539457,2069131936,2017-09-01
兵　　　庫,18922,7210,11712,2174233142,960268565,1213964577,2017-09-01
奈　　　良,4236,1738,2498,503754512,235941097,267813415,2017-09-01
和　歌　山,3261,1258,2003,357623911,160188349,197435562,2017-09-01
鳥　　　取,2091,863,1228,227927118,105562118,122365000,2017-09-01
島　　　根,2267,929,1338,247690587,113268632,134421955,2017-09-01
岡　　　山,6488,2542,3946,707132413,314824298,392308115,2017-09-01
広　　　島,9789,3520,6269,1079229664,444101994,635127670,2017-09-01
山　　　口,4220,1554,2666,458935344,195757505,263177839,2017-09-01
徳　　　島,2590,1097,1493,287012901,136036278,150976623,2017-09-01
香　　　川,3337,1268,2069,374411183,159465977,214945206,2017-09-01
愛　　　媛,4698,1796,2902,517213752,231751491,285462261,2017-09-01
高　　　知,2924,1136,1788,322518103,140935488,181582615,2017-09-01
福　　　岡,20419,7106,13313,2267152347,921543538,1345608809,2017-09-01
佐　　　賀,3203,1150,2053,344281413,142553655,201727758,2017-09-01
長　　　崎,5424,1980,3444,574673284,243227851,331445433,2017-09-01
熊　　　本,7398,2791,4607,786545545,342833957,443711588,2017-09-01
大　　　分,4702,1722,2980,492601104,207717984,284883120,2017-09-01
宮　　　崎,4568,1656,2912,472225086,198311242,273913844,2017-09-01
鹿　児　島,6779,2437,4342,712747700,300306856,412440844,2017-09-01
沖　　　縄,4826,1927,2899,520020774,237731422,282289352,2017-09-01
