都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,359672,143082,216590,39943548906,18155081556,21788467350,2017-12-01
北　海　道,18030,6379,11651,1832358533,755489050,1076869483,2017-12-01
青　　　森,4472,1795,2677,431361905,201549427,229812478,2017-12-01
岩　　　手,3892,1528,2364,389695867,174945916,214749951,2017-12-01
宮　　　城,7065,2798,4267,795827468,363888505,431938963,2017-12-01
秋　　　田,3040,1270,1770,311706908,149241671,162465237,2017-12-01
山　　　形,2836,1129,1707,296678977,134418793,162260184,2017-12-01
福　　　島,5752,2502,3250,621508046,303406354,318101692,2017-12-01
茨　　　城,6934,2855,4079,768028975,368179842,399849133,2017-12-01
栃　　　木,5007,2183,2824,561939979,276073510,285866469,2017-12-01
群　　　馬,4593,1942,2651,498283389,239785342,258498047,2017-12-01
埼　　　玉,18142,7873,10269,2086942709,1024955199,1061987510,2017-12-01
千　　　葉,15023,6340,8683,1846178526,881117943,965060583,2017-12-01
東　　　京,34198,14126,20072,4107558703,1866542492,2241016211,2017-12-01
神　奈　川,23348,10159,13189,3000863569,1468056241,1532807328,2017-12-01
新　　　潟,6182,2509,3673,634511878,287481672,347030206,2017-12-01
富　　　山,2586,963,1623,270549240,116997141,153552099,2017-12-01
石　　　川,3069,1116,1953,329236111,136212147,193023964,2017-12-01
福　　　井,1957,718,1239,213011619,91274750,121736869,2017-12-01
山　　　梨,2055,809,1246,228350613,101826893,126523720,2017-12-01
長　　　野,5662,2227,3435,600479932,271467486,329012446,2017-12-01
岐　　　阜,5290,2073,3217,555382243,246310407,309071836,2017-12-01
静　　　岡,10275,4193,6082,1137368933,525337537,612031396,2017-12-01
愛　　　知,18644,7342,11302,2148381612,958489358,1189892254,2017-12-01
三　　　重,5443,2158,3285,584874829,268846697,316028132,2017-12-01
滋　　　賀,4131,1586,2545,432711020,194117647,238593373,2017-12-01
京　　　都,7734,2946,4788,845126337,365805620,479320717,2017-12-01
大　　　阪,27047,10707,16340,3168616487,1434335298,1734281189,2017-12-01
兵　　　庫,16932,6542,10390,1863270935,836280036,1026990899,2017-12-01
奈　　　良,3750,1489,2261,413861142,191978327,221882815,2017-12-01
和　歌　山,2882,1140,1742,291568419,132622591,158945828,2017-12-01
鳥　　　取,1712,688,1024,168164387,76855037,91309350,2017-12-01
島　　　根,2004,809,1195,204232710,90298195,113934515,2017-12-01
岡　　　山,5748,2292,3456,587034760,267571339,319463421,2017-12-01
広　　　島,8673,3261,5412,897614369,387730927,509883442,2017-12-01
山　　　口,3717,1373,2344,395625675,173102579,222523096,2017-12-01
徳　　　島,2211,913,1298,236247709,107665758,128581951,2017-12-01
香　　　川,3067,1191,1876,322365557,142398955,179966602,2017-12-01
愛　　　媛,4061,1565,2496,409748868,183344284,226404584,2017-12-01
高　　　知,2581,1042,1539,277950430,124205992,153744438,2017-12-01
福　　　岡,18072,6551,11521,1931742089,816028585,1115713504,2017-12-01
佐　　　賀,2825,1015,1810,284787293,118008953,166778340,2017-12-01
長　　　崎,4607,1668,2939,470741075,200429593,270311482,2017-12-01
熊　　　本,6245,2393,3852,623632831,270842854,352789977,2017-12-01
大　　　分,4154,1600,2554,422620464,193453502,229166962,2017-12-01
宮　　　崎,3828,1441,2387,379294271,167092065,212202206,2017-12-01
鹿　児　島,5719,2078,3641,568171914,241725688,326446226,2017-12-01
沖　　　縄,4477,1805,2672,497339600,227293358,270046242,2017-12-01
