都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,339181,141044,198137,40570653030,19160000193,21410652837,2019-03-01
北　海　道,17469,6633,10836,1958555435,859751693,1098803742,2019-03-01
青　　　森,4426,1818,2608,458984113,222886076,236098037,2019-03-01
岩　　　手,3540,1492,2048,376930509,184630816,192299693,2019-03-01
宮　　　城,6234,2527,3707,706915352,331373045,375542307,2019-03-01
秋　　　田,2768,1223,1545,299601905,150599727,149002178,2019-03-01
山　　　形,2932,1208,1724,331350646,153770592,177580054,2019-03-01
福　　　島,4899,2103,2796,557232140,272445302,284786838,2019-03-01
茨　　　城,6452,2847,3605,775810302,391329649,384480653,2019-03-01
栃　　　木,4776,2168,2608,581167272,300112096,281055176,2019-03-01
群　　　馬,4187,1878,2309,496051298,249899830,246151468,2019-03-01
埼　　　玉,17638,7953,9685,2217284487,1120310549,1096973938,2019-03-01
千　　　葉,13999,6279,7720,1809558103,913025047,896533056,2019-03-01
東　　　京,33199,14092,19107,4494419980,2094887458,2399532522,2019-03-01
神　奈　川,22076,10074,12002,3016062696,1537651841,1478410855,2019-03-01
新　　　潟,5914,2378,3536,673029427,307223647,365805780,2019-03-01
富　　　山,2401,975,1426,279438643,127572081,151866562,2019-03-01
石　　　川,3025,1177,1848,350911925,154355973,196555952,2019-03-01
福　　　井,1935,754,1181,211429082,94261529,117167553,2019-03-01
山　　　梨,1975,874,1101,243306764,122371747,120935017,2019-03-01
長　　　野,5735,2377,3358,683166999,320009778,363157221,2019-03-01
岐　　　阜,4810,2001,2809,532574124,253704288,278869836,2019-03-01
静　　　岡,9466,4113,5353,1145977820,560892470,585085350,2019-03-01
愛　　　知,17863,7384,10479,2232745417,1038616550,1194128867,2019-03-01
三　　　重,5260,2267,2993,604384104,299631668,304752436,2019-03-01
滋　　　賀,3833,1522,2311,435353655,196750448,238603207,2019-03-01
京　　　都,7139,2914,4225,851504650,388521452,462983198,2019-03-01
大　　　阪,24084,9885,14199,3019289798,1392144943,1627144855,2019-03-01
兵　　　庫,15807,6412,9395,1853578749,854680744,998898005,2019-03-01
奈　　　良,3189,1368,1821,395721354,196341833,199379521,2019-03-01
和　歌　山,2581,1000,1581,278561859,127705524,150856335,2019-03-01
鳥　　　取,1718,723,995,175813430,85227317,90586113,2019-03-01
島　　　根,1762,765,997,188062608,89560587,98502021,2019-03-01
岡　　　山,5812,2420,3392,622319731,295570710,326749021,2019-03-01
広　　　島,9057,3633,5424,997860745,459234059,538626686,2019-03-01
山　　　口,3555,1337,2218,390452429,171783100,218669329,2019-03-01
徳　　　島,2028,869,1159,227931819,110592961,117338858,2019-03-01
香　　　川,2751,1138,1613,307834289,145643129,162191160,2019-03-01
愛　　　媛,3996,1537,2459,431927748,195216236,236711512,2019-03-01
高　　　知,2428,1022,1406,265374450,123688381,141686069,2019-03-01
福　　　岡,16884,6448,10436,1909945575,842734125,1067211450,2019-03-01
佐　　　賀,2699,947,1752,288863827,121029131,167834696,2019-03-01
長　　　崎,4406,1666,2740,467131240,204041102,263090138,2019-03-01
熊　　　本,5717,2364,3353,635378208,301255550,334122658,2019-03-01
大　　　分,3768,1446,2322,411613788,182324340,229289448,2019-03-01
宮　　　崎,3462,1277,2185,361294511,152291964,209002547,2019-03-01
鹿　児　島,5533,2057,3476,581621887,252784143,328837744,2019-03-01
沖　　　縄,3993,1699,2294,436328137,209564962,226763175,2019-03-01
