都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,405337,162276,243061,54454607463,24754095138,29700512325,2019-10-01
北　海　道,18943,6546,12397,2360889215,944094141,1416795074,2019-10-01
青　　　森,5172,2021,3151,630096624,286219015,343877609,2019-10-01
岩　　　手,4303,1710,2593,511217790,233661423,277556367,2019-10-01
宮　　　城,7712,3066,4646,1010657078,461326629,549330449,2019-10-01
秋　　　田,3644,1398,2246,428345965,189509568,238836397,2019-10-01
山　　　形,3591,1430,2161,460511696,212194940,248316756,2019-10-01
福　　　島,5768,2392,3376,765829208,361367152,404462056,2019-10-01
茨　　　城,7555,3198,4357,1048037536,509542216,538495320,2019-10-01
栃　　　木,5729,2457,3272,776923701,376692789,400230912,2019-10-01
群　　　馬,5309,2308,3001,714842573,357788905,357053668,2019-10-01
埼　　　玉,20887,9295,11592,3026147126,1507898013,1518249113,2019-10-01
千　　　葉,16645,7235,9410,2427809253,1184519704,1243289549,2019-10-01
東　　　京,38995,16351,22644,5960696367,2735278374,3225417993,2019-10-01
神　奈　川,25980,11648,14332,3902064349,1968348217,1933716132,2019-10-01
新　　　潟,7014,2775,4239,865218654,390068684,475149970,2019-10-01
富　　　山,3043,1209,1834,397087996,178013645,219074351,2019-10-01
石　　　川,3656,1369,2287,462768803,197417580,265351223,2019-10-01
福　　　井,2398,868,1530,303933633,125861351,178072282,2019-10-01
山　　　梨,2416,1069,1347,325438241,164201458,161236783,2019-10-01
長　　　野,6946,2804,4142,858418023,392047657,466370366,2019-10-01
岐　　　阜,5911,2322,3589,757361982,333106278,424255704,2019-10-01
静　　　岡,11554,4837,6717,1532880455,721840495,811039960,2019-10-01
愛　　　知,21393,8706,12687,3045389708,1378171128,1667218580,2019-10-01
三　　　重,6004,2409,3595,772828866,350204642,422624224,2019-10-01
滋　　　賀,4575,1812,2763,593288020,264235248,329052772,2019-10-01
京　　　都,8794,3404,5390,1177480218,518762727,658717491,2019-10-01
大　　　阪,29073,11067,18006,3926938122,1672433308,2254504814,2019-10-01
兵　　　庫,19030,7517,11513,2561680764,1165032171,1396648593,2019-10-01
奈　　　良,3962,1658,2304,514555788,244680920,269874868,2019-10-01
和　歌　山,3176,1163,2013,392989109,166584965,226404144,2019-10-01
鳥　　　取,2155,868,1287,248025273,111899796,136125477,2019-10-01
島　　　根,2301,890,1411,275432250,121112035,154320215,2019-10-01
岡　　　山,6918,2633,4285,838558828,356735873,481822955,2019-10-01
広　　　島,10396,3958,6438,1342083307,587265803,754817504,2019-10-01
山　　　口,4310,1531,2779,559280192,229815788,329464404,2019-10-01
徳　　　島,2375,1018,1357,309541055,149474376,160066679,2019-10-01
香　　　川,3280,1244,2036,400328482,172126592,228201890,2019-10-01
愛　　　媛,4718,1857,2861,588907926,268998550,319909376,2019-10-01
高　　　知,2997,1209,1788,358397624,166985563,191412061,2019-10-01
福　　　岡,20611,7587,13024,2694198814,1143187450,1551011364,2019-10-01
佐　　　賀,3230,1131,2099,389166450,158038735,231127715,2019-10-01
長　　　崎,5490,1961,3529,638426691,264219424,374207267,2019-10-01
熊　　　本,7048,2787,4261,866584316,387944279,478640037,2019-10-01
大　　　分,4650,1711,2939,549677186,235000037,314677149,2019-10-01
宮　　　崎,4458,1575,2883,529950925,217920489,312030436,2019-10-01
鹿　児　島,6499,2403,4096,767677273,331734997,435942276,2019-10-01
沖　　　縄,4723,1869,2854,586044008,260532008,325512000,2019-10-01
