都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,383602,160622,222980,53943170976,25809597062,28133573914,2020-01-01
北　海　道,17544,6372,11172,2282722870,966839404,1315883466,2020-01-01
青　　　森,4742,1918,2824,591000059,276468685,314531374,2020-01-01
岩　　　手,4167,1707,2460,508500521,242792475,265708046,2020-01-01
宮　　　城,8203,3494,4709,1123257597,548766793,574490804,2020-01-01
秋　　　田,3132,1266,1866,362722131,167434228,195287903,2020-01-01
山　　　形,3366,1409,1957,440570488,208978920,231591568,2020-01-01
福　　　島,6334,2820,3514,857290654,431432343,425858311,2020-01-01
茨　　　城,7992,3523,4469,1157435803,576920879,580514924,2020-01-01
栃　　　木,5803,2558,3245,837330429,415770278,421560151,2020-01-01
群　　　馬,6244,2973,3271,904224593,489756037,414468556,2020-01-01
埼　　　玉,22469,10429,12040,3434393682,1791043311,1643350371,2020-01-01
千　　　葉,16248,7418,8830,2402363171,1248485336,1153877835,2020-01-01
東　　　京,38783,16838,21945,6327620061,3018564149,3309055912,2020-01-01
神　奈　川,25130,11623,13507,4103312474,2147662801,1955649673,2020-01-01
新　　　潟,6317,2487,3830,837750369,381335049,456415320,2020-01-01
富　　　山,2561,1085,1476,343978120,164588936,179389184,2020-01-01
石　　　川,3506,1520,1986,496882295,253166883,243715412,2020-01-01
福　　　井,2157,801,1356,247512215,106230889,141281326,2020-01-01
山　　　梨,2396,1031,1365,333380136,163843758,169536378,2020-01-01
長　　　野,7387,3173,4214,987403953,478885364,508518589,2020-01-01
岐　　　阜,5555,2319,3236,741907395,352452612,389454783,2020-01-01
静　　　岡,10717,4652,6065,1506340927,740612545,765728382,2020-01-01
愛　　　知,20063,8447,11616,2977322260,1421220601,1556101659,2020-01-01
三　　　重,5665,2399,3266,751290834,359040168,392250666,2020-01-01
滋　　　賀,4317,1824,2493,572758248,279466418,293291830,2020-01-01
京　　　都,7765,3106,4659,1064639904,486749795,577890109,2020-01-01
大　　　阪,26595,10600,15995,3775137708,1701941636,2073196072,2020-01-01
兵　　　庫,16959,6905,10054,2372913523,1113376381,1259537142,2020-01-01
奈　　　良,3565,1592,1973,481295024,243331749,237963275,2020-01-01
和　歌　山,2986,1202,1784,368448398,171930473,196517925,2020-01-01
鳥　　　取,1904,803,1101,231383860,108598466,122785394,2020-01-01
島　　　根,2062,819,1243,251160037,112649736,138510301,2020-01-01
岡　　　山,6048,2399,3649,757044689,338900095,418144594,2020-01-01
広　　　島,9152,3530,5622,1235846940,551081137,684765803,2020-01-01
山　　　口,3785,1441,2344,507002019,229708576,277293443,2020-01-01
徳　　　島,2114,910,1204,289127860,143139177,145988683,2020-01-01
香　　　川,2922,1160,1762,362601119,167147457,195453662,2020-01-01
愛　　　媛,4190,1591,2599,532208281,238605610,293602671,2020-01-01
高　　　知,2641,1087,1554,335459732,157812108,177647624,2020-01-01
福　　　岡,18256,7006,11250,2351243218,1053750866,1297492352,2020-01-01
佐　　　賀,2721,989,1732,346292803,148515751,197777052,2020-01-01
長　　　崎,4983,1824,3159,611234616,263189257,348045359,2020-01-01
熊　　　本,6288,2539,3749,788174072,364426918,423747154,2020-01-01
大　　　分,4136,1593,2543,513691741,231585295,282106446,2020-01-01
宮　　　崎,3922,1507,2415,471790199,212246391,259543808,2020-01-01
鹿　児　島,5703,2202,3501,665972520,301493359,364479161,2020-01-01
沖　　　縄,4107,1731,2376,501231428,237657967,263573461,2020-01-01
