都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全国計,485281,205715,279566,61818743176,29525959208,32292783968,2021-07-01
北海道,23166,8639,14527,2778405311,1187839552,1590565759,2021-07-01
青森県,6132,2470,3662,710420884,326838620,383582264,2021-07-01
岩手県,4673,1935,2738,533254245,249372124,283882121,2021-07-01
宮城県,9029,3662,5367,1091756079,507287157,584468922,2021-07-01
秋田県,3984,1684,2300,464630514,221883875,242746639,2021-07-01
山形県,4166,1749,2417,521525543,243078960,278446583,2021-07-01
福島県,7071,3123,3948,855836014,421584198,434251816,2021-07-01
茨城県,9349,4261,5088,1209694181,627973009,581721172,2021-07-01
栃木県,6982,3183,3799,871949400,451475153,420474247,2021-07-01
群馬県,6570,2945,3625,809944165,409781811,400162354,2021-07-01
埼玉県,26220,12383,13837,3513616905,1855931017,1657685888,2021-07-01
千葉県,21194,9899,11295,2913248200,1511983467,1401264733,2021-07-01
東京都,50194,22218,27976,7209106567,3447537572,3761568995,2021-07-01
神奈川県,31329,14598,16731,4449963260,2296169682,2153793578,2021-07-01
新潟県,8315,3387,4928,1000020856,462064617,537956239,2021-07-01
富山県,3366,1352,2014,418641539,188583762,230057777,2021-07-01
石川県,4250,1634,2616,514015167,226737472,287277695,2021-07-01
福井県,2572,1034,1538,294357690,134801743,159555947,2021-07-01
山梨県,2763,1194,1569,348279766,170822612,177457154,2021-07-01
長野県,7787,3376,4411,964864368,469201106,495663262,2021-07-01
岐阜県,6832,2902,3930,812997706,392437352,420560354,2021-07-01
静岡県,13185,5841,7344,1653410550,828487349,824923201,2021-07-01
愛知県,26497,11655,14842,3575994817,1769303695,1806691122,2021-07-01
三重県,6872,3026,3846,841705798,419725944,421979854,2021-07-01
滋賀県,5579,2319,3260,675612186,325723160,349889026,2021-07-01
京都府,10407,4219,6188,1303018288,597411527,705606761,2021-07-01
大阪府,36575,15101,21474,4728344663,2183475443,2544869220,2021-07-01
兵庫県,22079,9176,12903,2835539754,1340591730,1494948024,2021-07-01
奈良県,4696,2094,2602,589333041,298609476,290723565,2021-07-01
和歌山県,3655,1449,2206,417132593,193072978,224059615,2021-07-01
鳥取県,2346,968,1378,271232598,124446888,146785710,2021-07-01
島根県,2709,1083,1626,313419152,136675552,176743600,2021-07-01
岡山県,7598,3203,4395,893184314,415270019,477914295,2021-07-01
広島県,11050,4243,6807,1321741564,577063941,744677623,2021-07-01
山口県,4576,1717,2859,547631591,242097173,305534418,2021-07-01
徳島県,2904,1245,1659,328779986,156773187,172006799,2021-07-01
香川県,3774,1523,2251,441688672,200530123,241158549,2021-07-01
愛媛県,5459,2206,3253,627986320,290941629,337044691,2021-07-01
高知県,3176,1284,1892,370118428,169328851,200789577,2021-07-01
福岡県,23888,9269,14619,2922832204,1288367066,1634465138,2021-07-01
佐賀県,3552,1323,2229,421434045,181483678,239950367,2021-07-01
長崎県,6158,2348,3810,673782238,297879669,375902569,2021-07-01
熊本県,7960,3107,4853,950138852,424350522,525788330,2021-07-01
大分県,5767,2224,3543,683673965,303205109,380468856,2021-07-01
宮崎県,4921,1859,3062,540458804,234527513,305931291,2021-07-01
鹿児島県,7379,2812,4567,844975075,367353416,477621659,2021-07-01
沖縄県,6575,2793,3782,759045318,355878709,403166609,2021-07-01
