都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,339543,138842,200701,38243196557,17813014841,20430181716,2018-02-01
北　海　道,17435,6463,10972,1856469190,804523464,1051945726,2018-02-01
青　　　森,4622,1902,2720,462372321,225408158,236964163,2018-02-01
岩　　　手,3767,1580,2187,387343272,185939050,201404222,2018-02-01
宮　　　城,6577,2705,3872,724219144,343487557,380731587,2018-02-01
秋　　　田,2900,1283,1617,290711874,147740584,142971290,2018-02-01
山　　　形,2796,1115,1681,294945885,134271552,160674333,2018-02-01
福　　　島,5421,2399,3022,607609739,303716510,303893229,2018-02-01
茨　　　城,6345,2675,3670,722909881,350278194,372631687,2018-02-01
栃　　　木,4827,2071,2756,545765597,264320173,281445424,2018-02-01
群　　　馬,4342,1916,2426,487333104,242754882,244578222,2018-02-01
埼　　　玉,17152,7532,9620,2046701833,1020177530,1026524303,2018-02-01
千　　　葉,13953,6053,7900,1711037507,840664971,870372536,2018-02-01
東　　　京,32250,13573,18677,4082709923,1881367589,2201342334,2018-02-01
神　奈　川,21645,9672,11973,2673368699,1338007777,1335360922,2018-02-01
新　　　潟,5852,2435,3417,619206778,293415972,325790806,2018-02-01
富　　　山,2409,954,1455,266403396,119011733,147391663,2018-02-01
石　　　川,2981,1156,1825,322293112,142179973,180113139,2018-02-01
福　　　井,1907,756,1151,203894434,90858638,113035796,2018-02-01
山　　　梨,1994,797,1197,225341925,102105531,123236394,2018-02-01
長　　　野,5569,2241,3328,594208926,277014215,317194711,2018-02-01
岐　　　阜,5066,2055,3011,548102125,253146594,294955531,2018-02-01
静　　　岡,9629,4030,5599,1059632521,502392618,557239903,2018-02-01
愛　　　知,17500,7136,10364,2058164918,946684641,1111480277,2018-02-01
三　　　重,5181,2098,3083,564630234,265637043,298993191,2018-02-01
滋　　　賀,3931,1579,2352,433932089,198319187,235612902,2018-02-01
京　　　都,7305,2904,4401,825354089,374204868,451149221,2018-02-01
大　　　阪,24837,10170,14667,2884109919,1331919363,1552190556,2018-02-01
兵　　　庫,16138,6393,9745,1817153109,824738304,992414805,2018-02-01
奈　　　良,3594,1452,2142,400393829,187587565,212806264,2018-02-01
和　歌　山,2868,1207,1661,298907755,144500334,154407421,2018-02-01
鳥　　　取,1745,748,997,169820664,80528752,89291912,2018-02-01
島　　　根,1895,798,1097,197617114,95749226,101867888,2018-02-01
岡　　　山,5310,2149,3161,557277661,256784896,300492765,2018-02-01
広　　　島,8315,3121,5194,887253404,386682985,500570419,2018-02-01
山　　　口,3505,1351,2154,368063480,164113680,203949800,2018-02-01
徳　　　島,2140,897,1243,227535821,107610409,119925412,2018-02-01
香　　　川,2893,1202,1691,306496841,142795973,163700868,2018-02-01
愛　　　媛,3971,1601,2370,427713970,196906807,230807163,2018-02-01
高　　　知,2538,1044,1494,258068494,119995288,138073206,2018-02-01
福　　　岡,16949,6319,10630,1852530675,800234328,1052296347,2018-02-01
佐　　　賀,2753,996,1757,282413240,118577755,163835485,2018-02-01
長　　　崎,4434,1636,2798,435964663,187032955,248931708,2018-02-01
熊　　　本,5001,1986,3015,511441079,235901091,275539988,2018-02-01
大　　　分,3900,1447,2453,381243878,168718216,212525662,2018-02-01
宮　　　崎,3706,1459,2247,372263827,169005462,203258365,2018-02-01
鹿　児　島,5528,2069,3459,548004608,239049315,308955293,2018-02-01
沖　　　縄,4167,1717,2450,444260010,206953133,237306877,2018-02-01
