都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,409469,163381,246088,49562515869,22565318104,26997197765,2019-09-01
北　海　道,19498,6680,12818,2211942420,880293853,1331648567,2019-09-01
青　　　森,5223,2025,3198,549327710,247346805,301980905,2019-09-01
岩　　　手,4425,1796,2629,477929718,220270636,257659082,2019-09-01
宮　　　城,7789,3122,4667,924553505,428488971,496064534,2019-09-01
秋　　　田,3789,1483,2306,413453630,184746503,228707127,2019-09-01
山　　　形,3665,1459,2206,395950761,182166776,213783985,2019-09-01
福　　　島,5982,2458,3524,691348140,324534339,366813801,2019-09-01
茨　　　城,7498,3135,4363,907960243,438115202,469845041,2019-09-01
栃　　　木,5774,2499,3275,701357568,343975320,357382248,2019-09-01
群　　　馬,5292,2335,2957,630134452,315483593,314650859,2019-09-01
埼　　　玉,20753,9264,11489,2625742049,1324728375,1301013674,2019-09-01
千　　　葉,16195,6978,9217,2154753099,1050209150,1104543949,2019-09-01
東　　　京,39354,16482,22872,5552017817,2580124313,2971893504,2019-09-01
神　奈　川,26115,11764,14351,3612861584,1840674616,1772186968,2019-09-01
新　　　潟,7350,2908,4442,869094092,389398010,479696082,2019-09-01
富　　　山,2992,1161,1831,342936652,150026446,192910206,2019-09-01
石　　　川,3727,1389,2338,425565496,180214002,245351494,2019-09-01
福　　　井,2365,816,1549,265575780,104521616,161054164,2019-09-01
山　　　梨,2364,1031,1333,285698412,142969976,142728436,2019-09-01
長　　　野,7006,2859,4147,794055000,365223904,428831096,2019-09-01
岐　　　阜,5778,2306,3472,646471435,293130891,353340544,2019-09-01
静　　　岡,11530,4874,6656,1377118391,656973363,720145028,2019-09-01
愛　　　知,21547,8698,12849,2633089254,1191319652,1441769602,2019-09-01
三　　　重,6030,2433,3597,700478603,317673296,382805307,2019-09-01
滋　　　賀,4551,1755,2796,520045940,228778548,291267392,2019-09-01
京　　　都,9062,3478,5584,1107156841,475129096,632027745,2019-09-01
大　　　阪,29445,11227,18218,3634502814,1565561068,2068941746,2019-09-01
兵　　　庫,19098,7476,11622,2278782243,1026151657,1252630586,2019-09-01
奈　　　良,3942,1628,2314,475348302,224240379,251107923,2019-09-01
和　歌　山,3157,1163,1994,346346655,149652654,196694001,2019-09-01
鳥　　　取,2167,865,1302,231688823,103329202,128359621,2019-09-01
島　　　根,2353,859,1494,252556200,104553712,148002488,2019-09-01
岡　　　山,7131,2666,4465,777805167,327987925,449817242,2019-09-01
広　　　島,10673,4003,6670,1190984568,512259372,678725196,2019-09-01
山　　　口,4373,1562,2811,518611938,220921412,297690526,2019-09-01
徳　　　島,2478,1063,1415,285705551,135251378,150454173,2019-09-01
香　　　川,3319,1239,2080,375132042,164447693,210684349,2019-09-01
愛　　　媛,4858,1874,2984,543186134,243662856,299523278,2019-09-01
高　　　知,3127,1247,1880,352875095,159342885,193532210,2019-09-01
福　　　岡,21178,7758,13420,2525421660,1070801413,1454620247,2019-09-01
佐　　　賀,3195,1119,2076,349560603,140192206,209368397,2019-09-01
長　　　崎,5403,1898,3505,568549141,232895185,335653956,2019-09-01
熊　　　本,7000,2745,4255,763553815,341933132,421620683,2019-09-01
大　　　分,4759,1744,3015,503863470,215847890,288015580,2019-09-01
宮　　　崎,4596,1654,2942,491723901,204222536,287501365,2019-09-01
鹿　児　島,6708,2507,4201,729730238,318661798,411068440,2019-09-01
沖　　　縄,4855,1896,2959,549968917,246884499,303084418,2019-09-01
