都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,378449,148558,229891,44445141001,19915410395,24529730606,2018-06-01
北　海　道,19763,6912,12851,2179764430,886984063,1292780367,2018-06-01
青　　　森,5090,1988,3102,527226106,245683177,281542929,2018-06-01
岩　　　手,4178,1582,2596,445664821,191840801,253824020,2018-06-01
宮　　　城,7442,2815,4627,831717723,361405648,470312075,2018-06-01
秋　　　田,3361,1425,1936,363754319,173477588,190276731,2018-06-01
山　　　形,3423,1293,2130,378314409,160359903,217954506,2018-06-01
福　　　島,6446,2790,3656,729992807,359686777,370306030,2018-06-01
茨　　　城,7093,2982,4111,856590217,415394833,441195384,2018-06-01
栃　　　木,5238,2259,2979,621457347,300822083,320635264,2018-06-01
群　　　馬,4673,2027,2646,535992261,266295331,269696930,2018-06-01
埼　　　玉,18701,7997,10704,2281386819,1110218318,1171168501,2018-06-01
千　　　葉,15448,6462,8986,1951099372,923897108,1027202264,2018-06-01
東　　　京,35057,14325,20732,4613851472,2077880359,2535971113,2018-06-01
神　奈　川,23310,10110,13200,3107715326,1511904019,1595811307,2018-06-01
新　　　潟,6699,2585,4114,747302624,328409987,418892637,2018-06-01
富　　　山,2639,1008,1631,302227864,131595724,170632140,2018-06-01
石　　　川,3529,1295,2234,406126226,170991951,235134275,2018-06-01
福　　　井,2109,725,1384,229539766,91126566,138413200,2018-06-01
山　　　梨,2184,910,1274,265946942,127910820,138036122,2018-06-01
長　　　野,6464,2471,3993,738833781,320585996,418247785,2018-06-01
岐　　　阜,5185,2066,3119,578345243,265495477,312849766,2018-06-01
静　　　岡,10516,4219,6297,1216671900,552549438,664122462,2018-06-01
愛　　　知,19914,7966,11948,2436988693,1099109370,1337879323,2018-06-01
三　　　重,5945,2377,3568,678709081,310932572,367776509,2018-06-01
滋　　　賀,4427,1675,2752,503246777,216805393,286441384,2018-06-01
京　　　都,8029,2991,5038,949993715,399178881,550814834,2018-06-01
大　　　阪,26970,10476,16494,3299128894,1458407515,1840721379,2018-06-01
兵　　　庫,18287,6968,11319,2134399299,937378976,1197020323,2018-06-01
奈　　　良,3816,1565,2251,459974998,218068659,241906339,2018-06-01
和　歌　山,2923,1153,1770,305126184,138681156,166445028,2018-06-01
鳥　　　取,1946,790,1156,209315010,94810313,114504697,2018-06-01
島　　　根,2092,839,1253,218108567,96864487,121244080,2018-06-01
岡　　　山,5857,2290,3567,639361296,279846838,359514458,2018-06-01
広　　　島,9281,3312,5969,1040543299,424059326,616483973,2018-06-01
山　　　口,4047,1458,2589,447334900,189616217,257718683,2018-06-01
徳　　　島,2449,1005,1444,271425234,124761492,146663742,2018-06-01
香　　　川,3218,1230,1988,355249716,154614376,200635340,2018-06-01
愛　　　媛,4418,1712,2706,492597202,221366220,271230982,2018-06-01
高　　　知,2876,1145,1731,304236360,138047903,166188457,2018-06-01
福　　　岡,19578,6950,12628,2220666860,912731833,1307935027,2018-06-01
佐　　　賀,3102,1086,2016,334209866,133828353,200381513,2018-06-01
長　　　崎,4900,1732,3168,511400018,209617666,301782352,2018-06-01
熊　　　本,6131,2233,3898,656171883,280960035,375211848,2018-06-01
大　　　分,4600,1642,2958,485797544,202320907,283476637,2018-06-01
宮　　　崎,4200,1598,2602,437462062,196442357,241019705,2018-06-01
鹿　児　島,6194,2249,3945,636681824,271471140,365210684,2018-06-01
沖　　　縄,4701,1870,2831,507489944,230972443,276517501,2018-06-01
