都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,386551,155687,230864,45155545055,20800225631,24355319424,2019-06-01
北　海　道,19122,6559,12563,2079397287,834232389,1245164898,2019-06-01
青　　　森,5136,1974,3162,517675195,235350687,282324508,2019-06-01
岩　　　手,4249,1735,2514,437603041,202575840,235027201,2019-06-01
宮　　　城,7391,2942,4449,832485432,382161463,450323969,2019-06-01
秋　　　田,3440,1384,2056,355738282,163694070,192044212,2019-06-01
山　　　形,3497,1341,2156,388237085,169856471,218380614,2019-06-01
福　　　島,5845,2416,3429,656210422,310350460,345859962,2019-06-01
茨　　　城,7184,3089,4095,861583030,426070660,435512370,2019-06-01
栃　　　木,5458,2398,3060,645555535,323779079,321776456,2019-06-01
群　　　馬,4770,2110,2660,549159045,277627232,271531813,2019-06-01
埼　　　玉,19212,8603,10609,2377604283,1209909356,1167694927,2019-06-01
千　　　葉,15134,6606,8528,1922178767,949101660,973077107,2019-06-01
東　　　京,35202,14901,20301,4693074267,2190817638,2502256629,2019-06-01
神　奈　川,24451,11278,13173,3262902976,1698188814,1564714162,2019-06-01
新　　　潟,7208,2841,4367,794761825,361448192,433313633,2019-06-01
富　　　山,2725,1061,1664,307026192,134026987,172999205,2019-06-01
石　　　川,3608,1295,2313,412198946,169048915,243150031,2019-06-01
福　　　井,2238,803,1435,237515444,97244279,140271165,2019-06-01
山　　　梨,2167,942,1225,254135205,126581828,127553377,2019-06-01
長　　　野,6571,2626,3945,728626924,334755187,393871737,2019-06-01
岐　　　阜,5615,2250,3365,622055624,288192265,333863359,2019-06-01
静　　　岡,10637,4577,6060,1230694178,599154149,631540029,2019-06-01
愛　　　知,20206,8304,11902,2443330642,1132076519,1311254123,2019-06-01
三　　　重,5792,2484,3308,651775664,317874606,333901058,2019-06-01
滋　　　賀,4612,1810,2802,518035583,234982129,283053454,2019-06-01
京　　　都,8184,3236,4948,962911382,431548406,531362976,2019-06-01
大　　　阪,26746,10509,16237,3211488412,1428174865,1783313547,2019-06-01
兵　　　庫,18332,7214,11118,2150080777,967830067,1182250710,2019-06-01
奈　　　良,3738,1561,2177,433272395,206372578,226899817,2019-06-01
和　歌　山,2963,1124,1839,314073634,139901425,174172209,2019-06-01
鳥　　　取,2186,862,1324,228353303,97253880,131099423,2019-06-01
島　　　根,2226,855,1371,228963705,97369065,131594640,2019-06-01
岡　　　山,7319,2789,4530,787420762,340172900,447247862,2019-06-01
広　　　島,11169,4056,7113,1240625204,515705090,724920114,2019-06-01
山　　　口,4103,1443,2660,461349145,192116672,269232473,2019-06-01
徳　　　島,2465,1022,1443,274577884,128715133,145862751,2019-06-01
香　　　川,3157,1246,1911,346667789,158838280,187829509,2019-06-01
愛　　　媛,4724,1766,2958,503662704,219343191,284319513,2019-06-01
高　　　知,2927,1202,1725,311227966,141592825,169635141,2019-06-01
福　　　岡,20113,7364,12749,2294824912,978158801,1316666111,2019-06-01
佐　　　賀,3050,1089,1961,324908566,137856087,187052479,2019-06-01
長　　　崎,5150,1840,3310,535771595,225588350,310183245,2019-06-01
熊　　　本,6660,2636,4024,699107709,317318937,381788772,2019-06-01
大　　　分,4560,1661,2899,470799225,197707481,273091744,2019-06-01
宮　　　崎,4034,1497,2537,412706548,177901627,234804921,2019-06-01
鹿　児　島,6296,2381,3915,639812611,284151315,355661296,2019-06-01
沖　　　縄,4979,2005,2974,543377953,247507781,295870172,2019-06-01
