都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,416434,165118,251316,52193608058,23772044778,28421563280,2019-08-01
北　海　道,20093,6727,13366,2335515835,917386932,1418128903,2019-08-01
青　　　森,5477,2110,3367,616909105,276457825,340451280,2019-08-01
岩　　　手,4535,1776,2759,518105877,230904530,287201347,2019-08-01
宮　　　城,7858,3116,4742,933306602,430925027,502381575,2019-08-01
秋　　　田,3839,1475,2364,435050536,197410210,237640326,2019-08-01
山　　　形,3799,1503,2296,459823475,209495236,250328239,2019-08-01
福　　　島,6058,2489,3569,729347886,349460366,379887520,2019-08-01
茨　　　城,7646,3212,4434,960598852,462293592,498305260,2019-08-01
栃　　　木,5825,2514,3311,742802814,365426260,377376554,2019-08-01
群　　　馬,5277,2321,2956,646203595,324456474,321747121,2019-08-01
埼　　　玉,21120,9451,11669,2791401224,1426483857,1364917367,2019-08-01
千　　　葉,16260,6910,9350,2200643207,1061467927,1139175280,2019-08-01
東　　　京,39832,16727,23105,5549640910,2596112271,2953528639,2019-08-01
神　奈　川,26543,11873,14670,3819239925,1946858463,1872381462,2019-08-01
新　　　潟,7561,2971,4590,868577325,393853950,474723375,2019-08-01
富　　　山,2960,1147,1813,364057957,158683778,205374179,2019-08-01
石　　　川,3797,1392,2405,461432519,190919502,270513017,2019-08-01
福　　　井,2398,851,1547,265362197,107655001,157707196,2019-08-01
山　　　梨,2427,1074,1353,320140153,161704521,158435632,2019-08-01
長　　　野,7088,2853,4235,853370905,391696005,461674900,2019-08-01
岐　　　阜,5954,2358,3596,692751818,313493837,379257981,2019-08-01
静　　　岡,11367,4768,6599,1437474011,685722386,751751625,2019-08-01
愛　　　知,21523,8645,12878,2837842208,1285878246,1551963962,2019-08-01
三　　　重,6212,2515,3697,745851085,347122453,398728632,2019-08-01
滋　　　賀,4711,1789,2922,578286842,251991037,326295805,2019-08-01
京　　　都,8970,3390,5580,1103086045,479798300,623287745,2019-08-01
大　　　阪,29768,11256,18512,3853346066,1657379935,2195966131,2019-08-01
兵　　　庫,19371,7571,11800,2436133479,1100849477,1335284002,2019-08-01
奈　　　良,4007,1640,2367,491776407,233494306,258282101,2019-08-01
和　歌　山,3219,1168,2051,371354395,160333514,211020881,2019-08-01
鳥　　　取,2188,848,1340,257409024,111146295,146262729,2019-08-01
島　　　根,2443,886,1557,273441362,111228013,162213349,2019-08-01
岡　　　山,7384,2737,4647,857446131,353146600,504299531,2019-08-01
広　　　島,11170,4192,6978,1349245782,571528644,777717138,2019-08-01
山　　　口,4356,1529,2827,524064181,219473990,304590191,2019-08-01
徳　　　島,2620,1107,1513,308737339,148067624,160669715,2019-08-01
香　　　川,3377,1277,2100,395600827,170162945,225437882,2019-08-01
愛　　　媛,5114,1920,3194,600450398,263731398,336719000,2019-08-01
高　　　知,3233,1331,1902,374972046,175878476,199093570,2019-08-01
福　　　岡,21524,7836,13688,2600796339,1107872207,1492924132,2019-08-01
佐　　　賀,3308,1166,2142,386372961,160164797,226208164,2019-08-01
長　　　崎,5561,1915,3646,620243984,255975617,364268367,2019-08-01
熊　　　本,7154,2765,4389,834345539,372695063,461650476,2019-08-01
大　　　分,4908,1795,3113,546567061,235043323,311523738,2019-08-01
宮　　　崎,4635,1644,2991,510135255,215107895,295027360,2019-08-01
鹿　児　島,6832,2532,4300,752342335,327180745,425161590,2019-08-01
沖　　　縄,5132,2046,3086,582004239,257925928,324078311,2019-08-01
