都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,486371,209984,276387,63410726103,30938493485,32472232618,2020-06-01
北　海　道,22008,8639,13369,2646402471,1201180818,1445221653,2020-06-01
青　　　森,5650,2389,3261,605431751,293968307,311463444,2020-06-01
岩　　　手,5060,2140,2920,555400345,265946564,289453781,2020-06-01
宮　　　城,10377,4328,6049,1304682997,630194775,674488222,2020-06-01
秋　　　田,4107,1747,2360,490282318,237651053,252631265,2020-06-01
山　　　形,4219,1779,2440,511456273,241372050,270084223,2020-06-01
福　　　島,8338,3740,4598,1049136220,535432185,513704035,2020-06-01
茨　　　城,10183,4744,5439,1300878846,688268150,612610696,2020-06-01
栃　　　木,8080,3617,4463,1068300899,534241648,534059251,2020-06-01
群　　　馬,8240,3752,4488,1048982956,541680576,507302380,2020-06-01
埼　　　玉,27691,13196,14495,3691629004,1966098451,1725530553,2020-06-01
千　　　葉,21068,9750,11318,3044531856,1575426743,1469105113,2020-06-01
東　　　京,51742,23261,28481,7796607117,3824781287,3971825830,2020-06-01
神　奈　川,30727,14371,16356,4430315730,2312871726,2117444004,2020-06-01
新　　　潟,8686,3360,5326,1062769101,469197813,593571288,2020-06-01
富　　　山,3475,1463,2012,435065240,202724852,232340388,2020-06-01
石　　　川,4282,1798,2484,552964376,261371732,291592644,2020-06-01
福　　　井,2727,1073,1654,315882957,143971688,171911269,2020-06-01
山　　　梨,3282,1482,1800,394831383,201771866,193059517,2020-06-01
長　　　野,9528,3955,5573,1135008578,537519273,597489305,2020-06-01
岐　　　阜,6758,2945,3813,847457742,410233056,437224686,2020-06-01
静　　　岡,14185,6540,7645,1769907985,900655090,869252895,2020-06-01
愛　　　知,26327,11635,14692,3414342144,1684836378,1729505766,2020-06-01
三　　　重,7076,3111,3965,898045050,444778837,453266213,2020-06-01
滋　　　賀,5583,2459,3124,705520468,354316539,351203929,2020-06-01
京　　　都,9839,4023,5816,1286935080,593060144,693874936,2020-06-01
大　　　阪,34193,14561,19632,4557976586,2189387995,2368588591,2020-06-01
兵　　　庫,20904,8896,12008,2750836218,1330341645,1420494573,2020-06-01
奈　　　良,4497,1986,2511,598642472,303789785,294852687,2020-06-01
和　歌　山,3410,1418,1992,401298051,193482240,207815811,2020-06-01
鳥　　　取,2152,937,1215,256954226,123731961,133222265,2020-06-01
島　　　根,2564,1080,1484,294397505,136529907,157867598,2020-06-01
岡　　　山,6106,2543,3563,744232477,352138282,392094195,2020-06-01
広　　　島,10246,4024,6222,1296301949,580095172,716206777,2020-06-01
山　　　口,4753,1815,2938,594587911,264404058,330183853,2020-06-01
徳　　　島,2828,1198,1630,355542777,169120148,186422629,2020-06-01
香　　　川,3423,1376,2047,403852798,185318151,218534647,2020-06-01
愛　　　媛,4884,1941,2943,611003453,282655988,328347465,2020-06-01
高　　　知,3104,1281,1823,374973731,174460659,200513072,2020-06-01
福　　　岡,23687,9591,14096,3058127883,1416600963,1641526920,2020-06-01
佐　　　賀,3344,1308,2036,400863763,181059161,219804602,2020-06-01
長　　　崎,5764,2283,3481,642677200,290448200,352229000,2020-06-01
熊　　　本,7845,3187,4658,950703451,446054470,504648981,2020-06-01
大　　　分,5229,2013,3216,612020965,279528951,332492014,2020-06-01
宮　　　崎,4652,1795,2857,542682159,242605863,300076296,2020-06-01
鹿　児　島,6994,2673,4321,801292955,360207503,441085452,2020-06-01
沖　　　縄,6554,2781,3773,798988686,382980782,416007904,2020-06-01
